Source,word,n
DeepSeek-R1,manipulating,33
DeepSeek-R1,meaningful,33
DeepSeek-R1,miss,33
DeepSeek-R1,mplifies,33
DeepSeek-R1,peaking,33
DeepSeek-R1,skyrocketing,33
DeepSeek-R1,spark,33
DeepSeek-R1,translates,33
DeepSeek-R1,wariness,33
DeepSeek-R1,activate,32
DeepSeek-R1,assertiveness,32
DeepSeek-R1,blend,32
DeepSeek-R1,challenging,32
DeepSeek-R1,condemn,32
DeepSeek-R1,cruel,32
DeepSeek-R1,documented,32
DeepSeek-R1,dominated,32
DeepSeek-R1,elieved,32
DeepSeek-R1,escalates,32
DeepSeek-R1,fog,32
DeepSeek-R1,forcing,32
DeepSeek-R1,goes,32
DeepSeek-R1,hasn,32
DeepSeek-R1,hyperarousal,32
DeepSeek-R1,imperfect,32
DeepSeek-R1,kind,32
DeepSeek-R1,lessened,32
DeepSeek-R1,magnified,32
DeepSeek-R1,monitoring,32
DeepSeek-R1,neuropsychological,32
DeepSeek-R1,offs,32
DeepSeek-R1,opt,32
DeepSeek-R1,preserve,32
DeepSeek-R1,pressing,32
DeepSeek-R1,pronounced,32
DeepSeek-R1,rattle,32
DeepSeek-R1,reaffirmed,32
DeepSeek-R1,recoils,32
DeepSeek-R1,recourse,32
DeepSeek-R1,ritualistic,32
DeepSeek-R1,scraps,32
DeepSeek-R1,screw,32
DeepSeek-R1,shame,32
DeepSeek-R1,signaling,32
DeepSeek-R1,stealing,32
DeepSeek-R1,stiffing,32
DeepSeek-R1,stripping,32
DeepSeek-R1,ypical,32
DeepSeek-R1,abrupt,31
DeepSeek-R1,bends,31
DeepSeek-R1,capped,31
DeepSeek-R1,convert,31
DeepSeek-R1,counter,31
DeepSeek-R1,delivering,31
DeepSeek-R1,depressed,31
DeepSeek-R1,encounter,31
DeepSeek-R1,entirely,31
DeepSeek-R1,estroying,31
DeepSeek-R1,evoke,31
DeepSeek-R1,execution,31
DeepSeek-R1,exhausted,31
DeepSeek-R1,fallout,31
DeepSeek-R1,falls,31
DeepSeek-R1,guide,31
DeepSeek-R1,hangzhou,31
DeepSeek-R1,happiness,31
DeepSeek-R1,instructions,31
DeepSeek-R1,internalized,31
DeepSeek-R1,lacking,31
DeepSeek-R1,minded,31
DeepSeek-R1,mostly,31
DeepSeek-R1,neurotypical,31
DeepSeek-R1,notably,31
DeepSeek-R1,outbursts,31
DeepSeek-R1,overreact,31
DeepSeek-R1,pain,31
DeepSeek-R1,paradox,31
DeepSeek-R1,reframing,31
DeepSeek-R1,regulating,31
DeepSeek-R1,resisting,31
DeepSeek-R1,roused,31
DeepSeek-R1,says,31
DeepSeek-R1,tests,31
DeepSeek-R1,twists,31
DeepSeek-R1,unexpectedly,31
DeepSeek-R1,utilitarian,31
DeepSeek-R1,acknowledgment,30
DeepSeek-R1,affirmed,30
DeepSeek-R1,analytically,30
DeepSeek-R1,bargaining,30
DeepSeek-R1,bastard,30
DeepSeek-R1,bittersweet,30
DeepSeek-R1,combination,30
DeepSeek-R1,comparisons,30
DeepSeek-R1,concept,30
DeepSeek-R1,deal,30
DeepSeek-R1,disappointed,30
DeepSeek-R1,distorted,30
DeepSeek-R1,earth,30
DeepSeek-R1,educed,30
DeepSeek-R1,flipping,30
DeepSeek-R1,frustrates,30
DeepSeek-R1,fulfills,30
DeepSeek-R1,grant,30
DeepSeek-R1,hefei,30
DeepSeek-R1,jerk,30
DeepSeek-R1,notable,30
DeepSeek-R1,opting,30
DeepSeek-R1,overlook,30
DeepSeek-R1,priorities,30
DeepSeek-R1,ready,30
DeepSeek-R1,rights,30
DeepSeek-R1,runs,30
DeepSeek-R1,severity,30
DeepSeek-R1,wanting,30
DeepSeek-R1,wrongness,30
DeepSeek-R1,another,29
DeepSeek-R1,approves,29
DeepSeek-R1,atharsis,29
DeepSeek-R1,authentically,29
DeepSeek-R1,bleakness,29
DeepSeek-R1,canadian,29
DeepSeek-R1,compromising,29
DeepSeek-R1,conjures,29
DeepSeek-R1,conserve,29
DeepSeek-R1,decency,29
DeepSeek-R1,dispassionate,29
DeepSeek-R1,downward,29
DeepSeek-R1,emphasizes,29
DeepSeek-R1,emphasizing,29
DeepSeek-R1,enraging,29
DeepSeek-R1,escapes,29
DeepSeek-R1,estoring,29
DeepSeek-R1,favored,29
DeepSeek-R1,flood,29
DeepSeek-R1,force,29
DeepSeek-R1,frantic,29
DeepSeek-R1,gladly,29
DeepSeek-R1,ifs,29
DeepSeek-R1,ince,29
DeepSeek-R1,incomplete,29
DeepSeek-R1,inevitable,29
DeepSeek-R1,island,29
DeepSeek-R1,literally,29
DeepSeek-R1,llowing,29
DeepSeek-R1,locks,29
DeepSeek-R1,major,29
DeepSeek-R1,merely,29
DeepSeek-R1,needlessly,29
DeepSeek-R1,negates,29
DeepSeek-R1,nervousness,29
DeepSeek-R1,original,29
DeepSeek-R1,pocket,29
DeepSeek-R1,recover,29
DeepSeek-R1,reserving,29
DeepSeek-R1,shantou,29
DeepSeek-R1,staten,29
DeepSeek-R1,steadier,29
DeepSeek-R1,targeted,29
DeepSeek-R1,temples,29
DeepSeek-R1,unsettles,29
DeepSeek-R1,visibly,29
DeepSeek-R1,warranted,29
DeepSeek-R1,wuhan,29
DeepSeek-R1,arbitrary,28
DeepSeek-R1,bsolutely,28
DeepSeek-R1,creeps,28
DeepSeek-R1,critical,28
DeepSeek-R1,depriving,28
DeepSeek-R1,deterrent,28
DeepSeek-R1,disliking,28
DeepSeek-R1,distorting,28
DeepSeek-R1,dwelling,28
DeepSeek-R1,enying,28
DeepSeek-R1,ever,28
DeepSeek-R1,excites,28
DeepSeek-R1,faded,28
DeepSeek-R1,finally,28
DeepSeek-R1,harmonizes,28
DeepSeek-R1,imagery,28
DeepSeek-R1,motivations,28
DeepSeek-R1,moving,28
DeepSeek-R1,nanchang,28
DeepSeek-R1,osts,28
DeepSeek-R1,regained,28
DeepSeek-R1,sanctioned,28
DeepSeek-R1,sandpaper,28
DeepSeek-R1,scraping,28
DeepSeek-R1,simulate,28
DeepSeek-R1,sweat,28
DeepSeek-R1,swing,28
DeepSeek-R1,visualized,28
DeepSeek-R1,volcanic,28
DeepSeek-R1,warranting,28
DeepSeek-R1,withdrawal,28
DeepSeek-R1,zeroes,28
DeepSeek-R1,acidic,27
DeepSeek-R1,alidating,27
DeepSeek-R1,allocated,27
DeepSeek-R1,although,27
DeepSeek-R1,broader,27
DeepSeek-R1,chooses,27
DeepSeek-R1,conditions,27
DeepSeek-R1,confirmation,27
DeepSeek-R1,counts,27
DeepSeek-R1,crumbs,27
DeepSeek-R1,darkens,27
DeepSeek-R1,deduction,27
DeepSeek-R1,desk,27
DeepSeek-R1,destroys,27
DeepSeek-R1,dopamine,27
DeepSeek-R1,eaving,27
DeepSeek-R1,equitably,27
DeepSeek-R1,finding,27
DeepSeek-R1,firm,27
DeepSeek-R1,first,27
DeepSeek-R1,friendly,27
DeepSeek-R1,ground,27
DeepSeek-R1,holds,27
DeepSeek-R1,intrinsically,27
DeepSeek-R1,labels,27
DeepSeek-R1,landing,27
DeepSeek-R1,maximal,27
DeepSeek-R1,mocking,27
DeepSeek-R1,passed,27
DeepSeek-R1,really,27
DeepSeek-R1,recedes,27
DeepSeek-R1,retributive,27
DeepSeek-R1,sabotaging,27
DeepSeek-R1,sacrifices,27
DeepSeek-R1,seals,27
DeepSeek-R1,spirals,27
DeepSeek-R1,status,27
DeepSeek-R1,terms,27
DeepSeek-R1,tinged,27
DeepSeek-R1,undermines,27
DeepSeek-R1,unjustified,27
DeepSeek-R1,walk,27
DeepSeek-R1,wants,27
DeepSeek-R1,wipes,27
DeepSeek-R1,alter,26
DeepSeek-R1,alternatives,26
DeepSeek-R1,apply,26
DeepSeek-R1,backfire,26
DeepSeek-R1,base,26
DeepSeek-R1,beats,26
DeepSeek-R1,bending,26
DeepSeek-R1,blocks,26
DeepSeek-R1,broke,26
DeepSeek-R1,compounds,26
DeepSeek-R1,confidence,26
DeepSeek-R1,costless,26
DeepSeek-R1,design,26
DeepSeek-R1,edges,26
DeepSeek-R1,fiercer,26
DeepSeek-R1,frictionless,26
DeepSeek-R1,implications,26
DeepSeek-R1,incentives,26
DeepSeek-R1,informs,26
DeepSeek-R1,irritate,26
DeepSeek-R1,new,26
DeepSeek-R1,normalize,26
DeepSeek-R1,paralyzing,26
DeepSeek-R1,persistently,26
DeepSeek-R1,projection,26
DeepSeek-R1,regulated,26
DeepSeek-R1,reluctance,26
DeepSeek-R1,responsibility,26
DeepSeek-R1,script,26
DeepSeek-R1,significance,26
DeepSeek-R1,sucks,26
DeepSeek-R1,tolerated,26
DeepSeek-R1,agitates,25
DeepSeek-R1,allegiance,25
DeepSeek-R1,aspect,25
DeepSeek-R1,avoidant,25
DeepSeek-R1,blooms,25
DeepSeek-R1,closing,25
DeepSeek-R1,clouds,25
DeepSeek-R1,consequential,25
DeepSeek-R1,cynical,25
DeepSeek-R1,detection,25
DeepSeek-R1,disgusts,25
DeepSeek-R1,downside,25
DeepSeek-R1,drags,25
DeepSeek-R1,effects,25
DeepSeek-R1,electric,25
DeepSeek-R1,enraged,25
DeepSeek-R1,exhausts,25
DeepSeek-R1,filter,25
DeepSeek-R1,finality,25
DeepSeek-R1,framing,25
DeepSeek-R1,grounds,25
DeepSeek-R1,head,25
DeepSeek-R1,impulsively,25
DeepSeek-R1,mere,25
DeepSeek-R1,mobilization,25
DeepSeek-R1,neurological,25
DeepSeek-R1,oderate,25
DeepSeek-R1,okay,25
DeepSeek-R1,overshadowed,25
DeepSeek-R1,pending,25
DeepSeek-R1,pleasing,25
DeepSeek-R1,ratio,25
DeepSeek-R1,reaffirms,25
DeepSeek-R1,realism,25
DeepSeek-R1,receive,25
DeepSeek-R1,red,25
DeepSeek-R1,removed,25
DeepSeek-R1,replays,25
DeepSeek-R1,shixiaqu,25
DeepSeek-R1,simply,25
DeepSeek-R1,stranger,25
DeepSeek-R1,suffer,25
DeepSeek-R1,systematic,25
DeepSeek-R1,technical,25
DeepSeek-R1,two,25
DeepSeek-R1,understanding,25
DeepSeek-R1,uneventful,25
DeepSeek-R1,vary,25
DeepSeek-R1,visualization,25
DeepSeek-R1,add,24
DeepSeek-R1,adding,24
DeepSeek-R1,akes,24
DeepSeek-R1,anxious,24
DeepSeek-R1,boat,24
DeepSeek-R1,cash,24
DeepSeek-R1,caution,24
DeepSeek-R1,challenge,24
DeepSeek-R1,chengdu,24
DeepSeek-R1,clicks,24
DeepSeek-R1,compound,24
DeepSeek-R1,cues,24
DeepSeek-R1,embers,24
DeepSeek-R1,engages,24
DeepSeek-R1,eroing,24
DeepSeek-R1,exchanges,24
DeepSeek-R1,exertion,24
DeepSeek-R1,expended,24
DeepSeek-R1,fused,24
DeepSeek-R1,hostile,24
DeepSeek-R1,humming,24
DeepSeek-R1,inclines,24
DeepSeek-R1,lands,24
DeepSeek-R1,liminating,24
DeepSeek-R1,lows,24
DeepSeek-R1,maybe,24
DeepSeek-R1,message,24
DeepSeek-R1,nullified,24
DeepSeek-R1,ollective,24
DeepSeek-R1,overreacting,24
DeepSeek-R1,oversight,24
DeepSeek-R1,penalizes,24
DeepSeek-R1,poor,24
DeepSeek-R1,protection,24
DeepSeek-R1,proximity,24
DeepSeek-R1,recorded,24
DeepSeek-R1,relish,24
DeepSeek-R1,reluctantly,24
DeepSeek-R1,responsiveness,24
DeepSeek-R1,restless,24
DeepSeek-R1,rocking,24
DeepSeek-R1,seen,24
DeepSeek-R1,skipping,24
DeepSeek-R1,soars,24
DeepSeek-R1,stubborn,24
DeepSeek-R1,subjective,24
DeepSeek-R1,surprises,24
DeepSeek-R1,sweating,24
DeepSeek-R1,tapping,24
DeepSeek-R1,think,24
DeepSeek-R1,thrum,24
DeepSeek-R1,tianjin,24
DeepSeek-R1,tolerates,24
DeepSeek-R1,ulse,24
DeepSeek-R1,undercut,24
DeepSeek-R1,update,24
DeepSeek-R1,whispers,24
DeepSeek-R1,achievable,23
DeepSeek-R1,actor,23
DeepSeek-R1,affirmation,23
DeepSeek-R1,alm,23
DeepSeek-R1,attentive,23
DeepSeek-R1,authenticity,23
DeepSeek-R1,background,23
DeepSeek-R1,bump,23
DeepSeek-R1,clarifies,23
DeepSeek-R1,clenches,23
DeepSeek-R1,coherence,23
DeepSeek-R1,contradictory,23
DeepSeek-R1,correlate,23
DeepSeek-R1,critically,23
DeepSeek-R1,defined,23
DeepSeek-R1,empathize,23
DeepSeek-R1,executed,23
DeepSeek-R1,eyes,23
DeepSeek-R1,fact,23
DeepSeek-R1,flush,23
DeepSeek-R1,flushing,23
DeepSeek-R1,hen,23
DeepSeek-R1,lowest,23
DeepSeek-R1,netting,23
DeepSeek-R1,neutralized,23
DeepSeek-R1,noting,23
DeepSeek-R1,nstead,23
DeepSeek-R1,ntensity,23
DeepSeek-R1,offended,23
DeepSeek-R1,path,23
DeepSeek-R1,press,23
DeepSeek-R1,prevailed,23
DeepSeek-R1,proportionate,23
DeepSeek-R1,pulses,23
DeepSeek-R1,recognized,23
DeepSeek-R1,remained,23
DeepSeek-R1,resetting,23
DeepSeek-R1,rooted,23
DeepSeek-R1,sadness,23
DeepSeek-R1,scrutinizing,23
DeepSeek-R1,seeks,23
DeepSeek-R1,spiteful,23
DeepSeek-R1,summary,23
DeepSeek-R1,surprising,23
DeepSeek-R1,try,23
DeepSeek-R1,uels,23
DeepSeek-R1,undertones,23
DeepSeek-R1,adapting,22
DeepSeek-R1,adjusted,22
DeepSeek-R1,beijinger,22
DeepSeek-R1,betrays,22
DeepSeek-R1,cloud,22
DeepSeek-R1,completing,22
DeepSeek-R1,condone,22
DeepSeek-R1,constructively,22
DeepSeek-R1,cool,22
DeepSeek-R1,counteracts,22
DeepSeek-R1,decisional,22
DeepSeek-R1,declining,22
DeepSeek-R1,deliberation,22
DeepSeek-R1,erasing,22
DeepSeek-R1,excited,22
DeepSeek-R1,fixes,22
DeepSeek-R1,gritted,22
DeepSeek-R1,hypocrisy,22
DeepSeek-R1,insignificant,22
DeepSeek-R1,instance,22
DeepSeek-R1,insufficient,22
DeepSeek-R1,jittery,22
DeepSeek-R1,knew,22
DeepSeek-R1,last,22
DeepSeek-R1,lingered,22
DeepSeek-R1,loosens,22
DeepSeek-R1,malice,22
DeepSeek-R1,moves,22
DeepSeek-R1,nanning,22
DeepSeek-R1,nullifies,22
DeepSeek-R1,poorly,22
DeepSeek-R1,rationalization,22
DeepSeek-R1,respect,22
DeepSeek-R1,sinking,22
DeepSeek-R1,subconsciously,22
DeepSeek-R1,suddenly,22
DeepSeek-R1,unaddressed,22
DeepSeek-R1,unilateral,22
DeepSeek-R1,weaker,22
DeepSeek-R1,wronged,22
DeepSeek-R1,yancheng,22
DeepSeek-R1,additional,21
DeepSeek-R1,aiding,21
DeepSeek-R1,alancing,21
DeepSeek-R1,annoying,21
DeepSeek-R1,appropriately,21
DeepSeek-R1,arc,21
DeepSeek-R1,articularly,21
DeepSeek-R1,attuned,21
DeepSeek-R1,avgs,21
DeepSeek-R1,bad,21
DeepSeek-R1,beneath,21
DeepSeek-R1,bent,21
DeepSeek-R1,closer,21
DeepSeek-R1,committing,21
DeepSeek-R1,concludes,21
DeepSeek-R1,correlates,21
DeepSeek-R1,crashes,21
DeepSeek-R1,ctively,21
DeepSeek-R1,d,21
DeepSeek-R1,definitely,21
DeepSeek-R1,dignity,21
DeepSeek-R1,directed,21
DeepSeek-R1,dissonant,21
DeepSeek-R1,disturbance,21
DeepSeek-R1,dread,21
DeepSeek-R1,dynamic,21
DeepSeek-R1,ecause,21
DeepSeek-R1,effectiveness,21
DeepSeek-R1,empowers,21
DeepSeek-R1,factor,21
DeepSeek-R1,failing,21
DeepSeek-R1,generous,21
DeepSeek-R1,guiding,21
DeepSeek-R1,habitual,21
DeepSeek-R1,imagine,21
DeepSeek-R1,implicit,21
DeepSeek-R1,impose,21
DeepSeek-R1,inequities,21
DeepSeek-R1,lifted,21
DeepSeek-R1,managed,21
DeepSeek-R1,maximize,21
DeepSeek-R1,mitigate,21
DeepSeek-R1,modestly,21
DeepSeek-R1,nanjing,21
DeepSeek-R1,obviously,21
DeepSeek-R1,occasional,21
DeepSeek-R1,opposing,21
DeepSeek-R1,opted,21
DeepSeek-R1,overstimulated,21
DeepSeek-R1,questioning,21
DeepSeek-R1,quieter,21
DeepSeek-R1,reasonable,21
DeepSeek-R1,reasserts,21
DeepSeek-R1,rose,21
DeepSeek-R1,rotecting,21
DeepSeek-R1,ruminating,21
DeepSeek-R1,sacrificial,21
DeepSeek-R1,shallow,21
DeepSeek-R1,shanghai,21
DeepSeek-R1,signals,21
DeepSeek-R1,skyrocket,21
DeepSeek-R1,slams,21
DeepSeek-R1,slows,21
DeepSeek-R1,staring,21
DeepSeek-R1,stillness,21
DeepSeek-R1,thinks,21
DeepSeek-R1,transitioning,21
DeepSeek-R1,treated,21
DeepSeek-R1,tronger,21
DeepSeek-R1,uccessfully,21
DeepSeek-R1,ultimately,21
DeepSeek-R1,vibrating,21
DeepSeek-R1,wire,21
DeepSeek-R1,wish,21
DeepSeek-R1,acknowledging,20
DeepSeek-R1,bugs,20
DeepSeek-R1,catastrophic,20
DeepSeek-R1,changsha,20
DeepSeek-R1,characteristically,20
DeepSeek-R1,chronically,20
DeepSeek-R1,considerate,20
DeepSeek-R1,continues,20
DeepSeek-R1,currency,20
DeepSeek-R1,current,20
DeepSeek-R1,defend,20
DeepSeek-R1,detailed,20
DeepSeek-R1,dims,20
DeepSeek-R1,distorts,20
DeepSeek-R1,endorsement,20
DeepSeek-R1,ensured,20
DeepSeek-R1,exhilaration,20
DeepSeek-R1,familiar,20
DeepSeek-R1,fighting,20
DeepSeek-R1,flattens,20
DeepSeek-R1,framed,20
DeepSeek-R1,happen,20
DeepSeek-R1,hostility,20
DeepSeek-R1,inclined,20
DeepSeek-R1,indication,20
DeepSeek-R1,invested,20
DeepSeek-R1,live,20
DeepSeek-R1,ll,20
DeepSeek-R1,malicious,20
DeepSeek-R1,missing,20
DeepSeek-R1,narratives,20
DeepSeek-R1,noticed,20
DeepSeek-R1,nto,20
DeepSeek-R1,ongoing,20
DeepSeek-R1,ostly,20
DeepSeek-R1,outlook,20
DeepSeek-R1,parties,20
DeepSeek-R1,pointlessness,20
DeepSeek-R1,points,20
DeepSeek-R1,profits,20
DeepSeek-R1,prosocially,20
DeepSeek-R1,protectiveness,20
DeepSeek-R1,radar,20
DeepSeek-R1,reclaiming,20
DeepSeek-R1,retained,20
DeepSeek-R1,revoke,20
DeepSeek-R1,safer,20
DeepSeek-R1,sharpen,20
DeepSeek-R1,shield,20
DeepSeek-R1,simulating,20
DeepSeek-R1,sits,20
DeepSeek-R1,skeptical,20
DeepSeek-R1,specified,20
DeepSeek-R1,stick,20
DeepSeek-R1,tossing,20
DeepSeek-R1,transient,20
DeepSeek-R1,uppressing,20
DeepSeek-R1,alternative,19
DeepSeek-R1,attack,19
DeepSeek-R1,autonomic,19
DeepSeek-R1,boils,19
DeepSeek-R1,breed,19
DeepSeek-R1,calculate,19
DeepSeek-R1,cheated,19
DeepSeek-R1,churn,19
DeepSeek-R1,coding,19
DeepSeek-R1,coldly,19
DeepSeek-R1,conserves,19
DeepSeek-R1,contextually,19
DeepSeek-R1,dare,19
DeepSeek-R1,dark,19
DeepSeek-R1,deprive,19
DeepSeek-R1,dictates,19
DeepSeek-R1,disengage,19
DeepSeek-R1,dismiss,19
DeepSeek-R1,distort,19
DeepSeek-R1,dramatically,19
DeepSeek-R1,eliminated,19
DeepSeek-R1,embodied,19
DeepSeek-R1,emphasize,19
DeepSeek-R1,ending,19
DeepSeek-R1,enjoy,19
DeepSeek-R1,everaging,19
DeepSeek-R1,feeding,19
DeepSeek-R1,gray,19
DeepSeek-R1,grip,19
DeepSeek-R1,harmed,19
DeepSeek-R1,hinder,19
DeepSeek-R1,historic,19
DeepSeek-R1,honoring,19
DeepSeek-R1,idealistic,19
DeepSeek-R1,immunity,19
DeepSeek-R1,introduces,19
DeepSeek-R1,issue,19
DeepSeek-R1,kick,19
DeepSeek-R1,latches,19
DeepSeek-R1,leads,19
DeepSeek-R1,magnitude,19
DeepSeek-R1,meeting,19
DeepSeek-R1,mismatch,19
DeepSeek-R1,motivator,19
DeepSeek-R1,mundane,19
DeepSeek-R1,numbs,19
DeepSeek-R1,obsess,19
DeepSeek-R1,opposes,19
DeepSeek-R1,outburst,19
DeepSeek-R1,outright,19
DeepSeek-R1,overly,19
DeepSeek-R1,paramount,19
DeepSeek-R1,patterning,19
DeepSeek-R1,pissed,19
DeepSeek-R1,plus,19
DeepSeek-R1,police,19
DeepSeek-R1,pound,19
DeepSeek-R1,rebels,19
DeepSeek-R1,reclaimed,19
DeepSeek-R1,relaxes,19
DeepSeek-R1,resolute,19
DeepSeek-R1,scan,19
DeepSeek-R1,sensible,19
DeepSeek-R1,silence,19
DeepSeek-R1,smile,19
DeepSeek-R1,stabilized,19
DeepSeek-R1,straight,19
DeepSeek-R1,subsided,19
DeepSeek-R1,throat,19
DeepSeek-R1,turbulent,19
DeepSeek-R1,ueling,19
DeepSeek-R1,unaffected,19
DeepSeek-R1,usd,19
DeepSeek-R1,verified,19
DeepSeek-R1,viewing,19
DeepSeek-R1,vindicating,19
DeepSeek-R1,wars,19
DeepSeek-R1,adaptation,18
DeepSeek-R1,affected,18
DeepSeek-R1,alanced,18
DeepSeek-R1,anticipation,18
DeepSeek-R1,associated,18
DeepSeek-R1,athartic,18
DeepSeek-R1,atypically,18
DeepSeek-R1,biases,18
DeepSeek-R1,breaching,18
DeepSeek-R1,breathe,18
DeepSeek-R1,bring,18
DeepSeek-R1,cceptance,18
DeepSeek-R1,charts,18
DeepSeek-R1,cheeks,18
DeepSeek-R1,cooperator,18
DeepSeek-R1,delaying,18
DeepSeek-R1,deterrence,18
DeepSeek-R1,disadvantaged,18
DeepSeek-R1,disgusting,18
DeepSeek-R1,distressed,18
DeepSeek-R1,drastic,18
DeepSeek-R1,early,18
DeepSeek-R1,engaging,18
DeepSeek-R1,exceed,18
DeepSeek-R1,exercising,18
DeepSeek-R1,fifteen,18
DeepSeek-R1,finger,18
DeepSeek-R1,fit,18
DeepSeek-R1,flash,18
DeepSeek-R1,gradual,18
DeepSeek-R1,grimly,18
DeepSeek-R1,grounding,18
DeepSeek-R1,igidity,18
DeepSeek-R1,incur,18
DeepSeek-R1,ingering,18
DeepSeek-R1,ith,18
DeepSeek-R1,kicking,18
DeepSeek-R1,lead,18
DeepSeek-R1,ledger,18
DeepSeek-R1,losses,18
DeepSeek-R1,match,18
DeepSeek-R1,meant,18
DeepSeek-R1,melts,18
DeepSeek-R1,metallic,18
DeepSeek-R1,numerically,18
DeepSeek-R1,osting,18
DeepSeek-R1,percentile,18
DeepSeek-R1,performance,18
DeepSeek-R1,practically,18
DeepSeek-R1,priceless,18
DeepSeek-R1,projects,18
DeepSeek-R1,reacted,18
DeepSeek-R1,reality,18
DeepSeek-R1,redress,18
DeepSeek-R1,regulatory,18
DeepSeek-R1,rejected,18
DeepSeek-R1,relaxation,18
DeepSeek-R1,ritual,18
DeepSeek-R1,rustration,18
DeepSeek-R1,ruthless,18
DeepSeek-R1,seemingly,18
DeepSeek-R1,sharpest,18
DeepSeek-R1,shown,18
DeepSeek-R1,smoldering,18
DeepSeek-R1,solidly,18
DeepSeek-R1,strike,18
DeepSeek-R1,swallow,18
DeepSeek-R1,teen,18
DeepSeek-R1,tipping,18
DeepSeek-R1,translating,18
DeepSeek-R1,unmet,18
DeepSeek-R1,veins,18
DeepSeek-R1,vicious,18
DeepSeek-R1,wenzhou,18
DeepSeek-R1,wound,18
DeepSeek-R1,wuxi,18
DeepSeek-R1,yielding,18
DeepSeek-R1,abnormal,17
DeepSeek-R1,acknowledges,17
DeepSeek-R1,afterwards,17
DeepSeek-R1,anyone,17
DeepSeek-R1,arise,17
DeepSeek-R1,begins,17
DeepSeek-R1,bleak,17
DeepSeek-R1,bones,17
DeepSeek-R1,breakers,17
DeepSeek-R1,changchun,17
DeepSeek-R1,changzhou,17
DeepSeek-R1,coherent,17
DeepSeek-R1,compliant,17
DeepSeek-R1,condoning,17
DeepSeek-R1,congruence,17
DeepSeek-R1,contains,17
DeepSeek-R1,contributing,17
DeepSeek-R1,correctly,17
DeepSeek-R1,counterproductive,17
DeepSeek-R1,cultural,17
DeepSeek-R1,curb,17
DeepSeek-R1,deems,17
DeepSeek-R1,defying,17
DeepSeek-R1,delays,17
DeepSeek-R1,discharge,17
DeepSeek-R1,disconnection,17
DeepSeek-R1,disgusted,17
DeepSeek-R1,eflecting,17
DeepSeek-R1,encourages,17
DeepSeek-R1,ewarding,17
DeepSeek-R1,flight,17
DeepSeek-R1,guessing,17
DeepSeek-R1,identifies,17
DeepSeek-R1,ideological,17
DeepSeek-R1,improve,17
DeepSeek-R1,include,17
DeepSeek-R1,instructed,17
DeepSeek-R1,lie,17
DeepSeek-R1,lifetime,17
DeepSeek-R1,local,17
DeepSeek-R1,lot,17
DeepSeek-R1,luoyang,17
DeepSeek-R1,memory,17
DeepSeek-R1,neurodiversity,17
DeepSeek-R1,neutralize,17
DeepSeek-R1,nihilistic,17
DeepSeek-R1,noise,17
DeepSeek-R1,observe,17
DeepSeek-R1,overanalyzes,17
DeepSeek-R1,paralyzed,17
DeepSeek-R1,pays,17
DeepSeek-R1,perfunctory,17
DeepSeek-R1,pettiness,17
DeepSeek-R1,phrasing,17
DeepSeek-R1,physiologically,17
DeepSeek-R1,picturing,17
DeepSeek-R1,presents,17
DeepSeek-R1,remorse,17
DeepSeek-R1,resurges,17
DeepSeek-R1,rigidness,17
DeepSeek-R1,scorching,17
DeepSeek-R1,selecting,17
DeepSeek-R1,simulations,17
DeepSeek-R1,skewing,17
DeepSeek-R1,softened,17
DeepSeek-R1,sparked,17
DeepSeek-R1,spectrum,17
DeepSeek-R1,stew,17
DeepSeek-R1,stewing,17
DeepSeek-R1,subdues,17
DeepSeek-R1,thanks,17
DeepSeek-R1,tips,17
DeepSeek-R1,trend,17
DeepSeek-R1,trumps,17
DeepSeek-R1,turn,17
DeepSeek-R1,undermine,17
DeepSeek-R1,unequivocal,17
DeepSeek-R1,unjustifiable,17
DeepSeek-R1,unusual,17
DeepSeek-R1,using,17
DeepSeek-R1,vanishes,17
DeepSeek-R1,weakly,17
DeepSeek-R1,absurd,16
DeepSeek-R1,acid,16
DeepSeek-R1,arithmetic,16
DeepSeek-R1,australian,16
DeepSeek-R1,behaved,16
DeepSeek-R1,binary,16
DeepSeek-R1,brought,16
DeepSeek-R1,bypasses,16
DeepSeek-R1,choke,16
DeepSeek-R1,colliding,16
DeepSeek-R1,complicates,16
DeepSeek-R1,conscious,16
DeepSeek-R1,craving,16
DeepSeek-R1,crystallizes,16
DeepSeek-R1,dongguan,16
DeepSeek-R1,effectively,16
DeepSeek-R1,egregiously,16
DeepSeek-R1,ends,16
DeepSeek-R1,expects,16
DeepSeek-R1,facilitate,16
DeepSeek-R1,fatalistic,16
DeepSeek-R1,forms,16
DeepSeek-R1,hotter,16
DeepSeek-R1,ignited,16
DeepSeek-R1,indirectly,16
DeepSeek-R1,interventions,16
DeepSeek-R1,irksome,16
DeepSeek-R1,ission,16
DeepSeek-R1,judging,16
DeepSeek-R1,learned,16
DeepSeek-R1,maker,16
DeepSeek-R1,maximized,16
DeepSeek-R1,mechanism,16
DeepSeek-R1,mistrust,16
DeepSeek-R1,nce,16
DeepSeek-R1,neurodivergence,16
DeepSeek-R1,oral,16
DeepSeek-R1,poison,16
DeepSeek-R1,primes,16
DeepSeek-R1,pros,16
DeepSeek-R1,proves,16
DeepSeek-R1,quo,16
DeepSeek-R1,received,16
DeepSeek-R1,repercussions,16
DeepSeek-R1,resonate,16
DeepSeek-R1,scripts,16
